id;left;kwic;right
"31";"Navenek/navenek/Db------------- se/se/P7--4---------- sice/sice/J^------------- mohu/moci/VB-S---1P-AAI-1";"chovat/chovat/Vf--------A-I-- jako/jako/J,------------- spořádaný/spořádaný/AAMS1----1A---- manžel/manžel/NNMS1-----A---- ,/,/Z:------------- ale/ale/J^------------- uvnitř/uvnitř/RR--2---------- mě/já/PH-S2--1------- bude/být/VB-S---3F-AAI-- spalovat/spalovat/Vf--------A-I-- nenávist/nenávist/NNFS4-----A----";",/,/Z:------------- jejíž/jejíž/P1FS4FS3------- hloubku/hloubka/NNFS4-----A---- si/se/P7--3---------- ani/ani/J^------------- neumíte/umět/VB-P---2P-NAI-- představit/představit/Vf--------A-P-- !/!/Z:------------- ""/""/Z:-------------"
"32";"Musel/muset/VpMS----R-AAI-- je/oni/PPMP4--3------- navrhovat/navrhovat/Vf--------A-I-- architekt/architekt/NNMS1-----A---- ,/,/Z:------------- který/který/P4MS1----------";"choval/chovat/VpMS----R-AAI-- ke/k/RV--3---------- dveřím/dveře/NNFP3-----A---- ideologicky/ideologicky/Dg-------1A---- zdůvodněnou/zdůvodněný/AAFS4----1A---- nenávist/nenávist/NNFS4-----A----";"././Z:-------------"
"33";"Že/že/J,------------- proti/proti/RR--3---------- němu/on/P5MS3--3-------";"nechová/chovat/VB-S---3P-NAI-- žádnou/žádný/PWFS4---------- nenávist/nenávist/NNFS4-----A----";"ani/ani/J^------------- kvůli/kvůli/RR--3---------- tomu/ten/PDNS3---------- ,/,/Z:------------- že/že/J,------------- nedokázal/dokázat/VpMS----R-NAP-- ochránit/ochránit/Vf--------A-P-- jejího/její/PSMS4FS3------- manžela/manžel/NNMS4-----A---- Armanda/Armand/NNMS4-----A---- ././Z:-------------"
"34";"Diplomaté/diplomat/NNMP1-----A---- mají/mít/VB-P---3P-AAI-- tendenci/tendence/NNFS4-----A---- si/se/P7--3---------- myslet/myslet/Vf--------A-I-- ,/,/Z:------------- že/že/J,------------- jakmile/jakmile/J,------------- bude/být/VB-S---3F-AAI-- dobojováno/dobojovat/VsNS------APP-- ,/,/Z:------------- lidé/člověk/NNMP1-----A---- se/se/P7--4---------- budou/být/VB-P---3F-AAI--";"chovat/chovat/Vf--------A-I-- rozumně/rozumně/Dg-------1A---- ,/,/Z:------------- odhodí/odhodit/VB-P---3P-AAP-- všechnu/všechen/PLFS4---------- nenávist/nenávist/NNFS4-----A----";"a/a/J^------------- budou/být/VB-P---3F-AAI-- usilovat/usilovat/Vf--------A-I-- o/o/RR--4---------- smíření/smíření/NNNS4-----A---- a/a/J^------------- integraci/integrace/NNFS4-----A---- ././Z:-------------"
"35";"Pamatovat/pamatovat/Vf--------A-I-- si/se/P7--3---------- dějiny/dějiny/NNFP4-----A---- je/být/VB-S---3P-AAI-- pro/pro/RR--4---------- nás/my/PP-P4--1------- důležité/důležitý/AANS1----1A---- ,/,/Z:------------- avšak/avšak/J^------------- neznamená/znamenat/VB-S---3P-NAI-- to/ten/PDNS1---------- ,/,/Z:------------- že/že/J,------------- bychom/být/Vc-P---1----I-- k/k/RR--3---------- sobě/se/P6--3---------- měli/mít/VpMP----R-AAI--";"chovat/chovat/Vf--------A-I-- nenávist/nenávist/NNFS4-----A----";",/,/Z:------------- ""/""/Z:------------- upozornil/upozornit/VpMS----R-AAP-- ././Z:-------------"
"36";"Teď/teď/Db------------- se/se/P7--4---------- blíží/blížit/VB-S---3P-AAI-- můj/můj/PSIS1-S1------- konec/konec/NNIS1-----A---- a/a/J^------------- bylo/být/VpNS----R-AAI-- by/být/Vc----------I-- fajn/fajn/AANS1----1A---- vědět/vědět/Vf--------A-I-- ,/,/Z:------------- že/že/J,------------- vůči/vůči/RR--3---------- mně/já/PP-S3--1-------";"nechováš/chovat/VB-S---2P-NAI-- nenávist/nenávist/NNFS4-----A----";"././Z:-------------"
"37";"Otec/otec/NNMS1-----A---- ,/,/Z:------------- jenž/jenž/PJMS1---------- tak/tak/Db------------- dlouho/dlouho/Dg-------1A---- všechny/všechen/PLMP4---------- přesvědčoval/přesvědčovat/VpMS----R-AAI-- o/o/RR--6---------- našem/náš/PSIS6-P1------- šlechtickém/šlechtický/AAIS6----1A---- původu/původ/NNIS6-----A---- ,/,/Z:------------- až/až/J,------------- o/o/RR--6---------- něm/on/P5MS6--3------- přesvědčil/přesvědčit/VpMS----R-AAP-- sám/sám/PLMS1---------- sebe/se/P6--4---------- ,/,/Z:------------- k/k/RR--3---------- němu/on/P5MS3--3-------";"choval/chovat/VpMS----R-AAI-- čistě/čistě/Dg-------1A---- smyšlenou/smyšlený/AAFS4----1A---- nenávist/nenávist/NNFS4-----A----";"././Z:-------------"
"38";"";"Nechovám/chovat/VB-S---1P-NAI-- k/k/RR--3---------- němu/on/P5MS3--3------- žádnou/žádný/PWFS4---------- nenávist/nenávist/NNFS4-----A----";",/,/Z:------------- porazil/porazit/VpMS----R-AAP-- jsem/být/VB-S---1P-AAI-- ho/on/PHMS4--3------- ,/,/Z:------------- ať/ať/J,------------- si/se/P7--3---------- jede/jet/VB-S---3P-AAI-- svoje/svůj/P8NS4---------- ././Z:-------------"
"39";"Annunciatu/Annunciata/NNFS4-----A---- průběh/průběh/NNIS1-----A---- války/válka/NNFS2-----A---- z/z/RR--2---------- očividných/očividný/AAIP2----1A---- důvodů/důvod/NNIP2-----A---- velmi/velmi/Db------------- zajímal/zajímat/VpIS----R-AAI-- a/a/J^------------- brzy/brzy/Dg-------1A---- se/se/P7--4---------- spřátelila/spřátelit/VpFS----R-AAP-- s/s/RR--7---------- důstojníky/důstojník/NNMP7-----A---- námořnictva/námořnictvo/NNNS2-----A---- ,/,/Z:------------- dokonce/dokonce/TT------------- i/i/J^------------- s/s/RR--7---------- nepříjemným/příjemný/AAMS7----1N---- mladíkem/mladík/NNMS7-----A---- Samuelem/Samuel/NNMS7-----A---- Pepysem/Pepys/NNMS7-----A---- ,/,/Z:------------- který/který/P4MS1----------";"choval/chovat/VpMS----R-AAI-- k/k/RR--3---------- princi/princ/NNMS3-----A---- nevysvětlitelnou/vysvětlitelný/AAFS4----1N---- nenávist/nenávist/NNFS4-----A----";"././Z:-------------"
"40";"";"Chová/chovat/VB-S---3P-AAI-- k/k/RR--3---------- Jutům/Jut/NNMP3-----A---- nesmírnou/nesmírný/AAFS4----1A---- nenávist/nenávist/NNFS4-----A----";";/;/Z:------------- ale/ale/J^------------- ta/ten/PDFS1---------- nenávist/nenávist/NNFS1-----A---- není/být/VB-S---3P-NAI-- ničím/nic/PW--7---------- oproti/oproti/RR--3---------- zášti/zášť/NNFS3-----A---- ,/,/Z:------------- jež/jenž/PJFS1---------- cítí/cítit/VB-S---3P-AAI-- k/k/RR--3---------- onomu/onen/PDMS3---------- křesťanskému/křesťanský/AAMS3----1A---- velmoži/velmož/NNMS3-----A---- ,/,/Z:------------- který/který/P4MS1---------- jej/on/PPMS4--3------2 podvedl/podvést/VpMS----R-AAP-- ././Z:-------------"
