id;lemma;Freq;MI;T-score;logDice;POS;VNP?
9172;Karvinsko;9;1,622;2,025;-0,649;;
9173;vodárna;9;1,616;2,022;-0,65;N;
9174;chutný;9;1,614;2,02;-0,65;A;
9175;podpis;13;-0,444;-1,299;-0,65;N;
9176;sankce;11;0,092;0,204;-0,651;N;
9177;Jindra;9;1,605;2,014;-0,651;N;
9178;seno;9;1,602;2,012;-0,651;;
9179;urážka;9;1,6;2,01;-0,651;N;
9180;panský;9;1,598;2,009;-0,651;;
9181;podřídit;9;1,598;2,009;-0,651;V;
9182;jugoslávský;9;1,594;2,006;-0,652;A;
9183;počínaje;9;1,589;2,003;-0,652;R;
9184;klášterní;9;1,588;2,002;-0,652;A;
9185;provaz;9;1,588;2,002;-0,652;N;
9186;bublina;9;1,586;2,001;-0,653;;
9187;mizerný;9;1,585;2;-0,653;A;
9188;pilíř;10;0,58;1,047;-0,653;;
9189;hospic;9;1,584;1,999;-0,653;;
9190;čekárna;9;1,582;1,998;-0,653;N;
9191;Jacques;9;1,579;1,996;-0,653;N;
9192;Straka;10;0,576;1,041;-0,653;;
9193;páska;10;0,575;1,039;-0,654;N;
9194;nasadit;12;-0,235;-0,613;-0,654;V;
9195;opera;13;-0,456;-1,339;-0,655;N;
9196;fiktivní;9;1,56;1,982;-0,655;A;
9197;glosa;9;1,553;1,977;-0,656;;
9198;Břeclav;12;-0,243;-0,635;-0,657;N;
9199;Benešovsko;9;1,538;1,967;-0,657;N;
9200;pozdrav;9;1,537;1,966;-0,657;N;
9201;stříbro;12;-0,244;-0,637;-0,657;N;
9202;znemožnit;9;1,532;1,962;-0,658;V;
9203;cm;17;-0,945;-3,817;-0,658;;
9204;Sebastian;9;1,529;1,961;-0,658;N;
9205;oprava;27;-1,37;-8,236;-0,658;N;
9206;hraní;10;0,546;0,996;-0,659;N;
9207;soustředění;12;-0,25;-0,654;-0,659;N;
9208;kompetence;10;0,545;0,995;-0,659;N;
9209;osvětlení;12;-0,251;-0,658;-0,659;;
9210;vinař;10;0,543;0,992;-0,659;N;
9211;Polívka;9;1,511;1,947;-0,659;;
9212;převrat;9;1,508;1,945;-0,66;N;
9213;kožní;9;1,503;1,941;-0,66;;
9214;moravskoslezský;12;-0,254;-0,666;-0,66;A;
9215;srovnat;13;-0,471;-1,393;-0,661;V;
9216;konopí;9;1,495;1,936;-0,661;;
9217;Kladensko;9;1,495;1,935;-0,661;;
9218;libovolný;9;1,492;1,933;-0,661;A;
9219;farmaceutický;9;1,491;1,933;-0,661;A;
9220;&;16;-0,868;-3,299;-0,662;Z;
9221;Stejskal;9;1,482;1,926;-0,662;N;
9222;prospívat;9;1,478;1,923;-0,663;V;
9223;Karviná;14;-0,64;-2,089;-0,663;N;
9224;e-shop;9;1,472;1,919;-0,663;N;
9225;zklamaný;10;0,522;0,961;-0,663;A;
9226;potravinářský;10;0,52;0,957;-0,664;A;
9227;Schumacher;9;1,467;1,915;-0,664;N;
9228;budějovický;10;0,519;0,956;-0,664;A;
9229;varování;10;0,518;0,953;-0,664;N;
9230;Oskar;9;1,458;1,908;-0,665;N;
9231;atomový;9;1,456;1,906;-0,665;;
9232;válec;9;1,452;1,904;-0,665;;
9233;horolezec;9;1,451;1,902;-0,665;N;
9234;Masarykův;13;-0,484;-1,438;-0,665;A;
9235;šikana;9;1,439;1,893;-0,666;N;
9236;tajemný;10;0,496;0,921;-0,668;A;
9237;příjemce;9;1,421;1,879;-0,668;N;
9238;stáž;9;1,42;1,879;-0,668;N;
9239;uklidňovat;9;1,415;1,875;-0,669;V;
9240;překvapovat;9;1,414;1,874;-0,669;V;
9241;půlroční;9;1,407;1,869;-0,67;A;
9242;1979;9;1,405;1,867;-0,67;C;
9243;rekonstrukce;26;-1,363;-8,018;-0,67;N;
9244;centimetr;15;-0,786;-2,805;-0,671;N;
9245;páteční;12;-0,289;-0,77;-0,672;A;
9246;tip;17;-0,975;-3,981;-0,673;N;
9247;okrajový;9;1,371;1,84;-0,673;A;
9248;směna;10;0,468;0,876;-0,674;N;
9249;otevření;13;-0,506;-1,515;-0,674;N;
9250;experimentální;9;1,362;1,833;-0,674;A;
9251;lyžařský;12;-0,299;-0,797;-0,675;A;
9252;Dobříš;9;1,355;1,827;-0,675;;
9253;souhlas;12;-0,299;-0,799;-0,675;N;
9254;Hodonínsko;9;1,349;1,822;-0,676;;
9255;ŘSD;9;1,347;1,82;-0,676;B;
9256;vyrazit;19;-1,111;-5,056;-0,676;V;
9257;listí;9;1,346;1,82;-0,676;N;
9258;obnova;14;-0,673;-2,222;-0,677;N;
9259;schod;11;-0,008;-0,019;-0,677;N;
9260;turnaj;33;-1,505;-10,557;-0,677;N;
9261;94;9;1,325;1,803;-0,678;C;
9262;rozvíjet;11;-0,015;-0,034;-0,678;V;
9263;Nymburk;13;-0,519;-1,561;-0,678;N;
9264;návykový;9;1,321;1,799;-0,679;A;
9265;třebíčský;10;0,441;0,833;-0,679;A;
9266;půdní;9;1,318;1,797;-0,679;;
9267;Chebsko;9;1,315;1,794;-0,679;;
9268;prvně;9;1,312;1,792;-0,68;D;
9269;zastaralý;9;1,309;1,789;-0,68;A;
9270;cílový;10;0,433;0,819;-0,68;;
9271;vyfotit;9;1,3;1,782;-0,681;V;
9272;sranda;9;1,296;1,778;-0,681;N;
9273;lehnout;9;1,29;1,774;-0,682;V;
9274;šachový;9;1,28;1,765;-0,683;A;
9275;Ludmila;10;0,419;0,797;-0,683;N;
9276;Petrovice;9;1,278;1,763;-0,683;;
9277;market;9;1,276;1,761;-0,683;N;
9278;zneužít;9;1,267;1,753;-0,684;V;
9279;software;10;0,41;0,782;-0,685;N;
9280;odhodlání;9;1,259;1,747;-0,685;N;
9281;mítink;10;0,408;0,78;-0,685;N;
9282;předat;16;-0,917;-3,55;-0,686;V;
9283;nepřístojně;8;12,769;2,828;-0,686;;
9284;obojetně;8;11,682;2,828;-0,686;;
9285;spuštění;9;1,252;1,74;-0,686;N;
9286;psychoticky;8;11,125;2,827;-0,686;;
9287;tempo;13;-0,539;-1,633;-0,686;N;
9288;namachrovaně;8;10,31;2,826;-0,686;;
9289;drůběž;8;10,028;2,826;-0,686;;
9290;davově;8;9,65;2,825;-0,686;D;
9291;kastelán;9;1,249;1,738;-0,686;N;
9292;dialog;10;0,402;0,769;-0,687;N;
9293;ambivalentně;8;9,14;2,823;-0,687;;
9294;extremisticky;8;8,962;2,823;-0,687;D;
9295;vyspěle;8;8,832;2,822;-0,687;;
9296;prazvláštně;8;8,821;2,822;-0,687;;
9297;licence;11;-0,046;-0,107;-0,687;N;
9298;ješitně;8;8,703;2,822;-0,687;D;
9299;Grohmanová;8;8,65;2,821;-0,687;;
9300;svatě;8;8,64;2,821;-0,687;D;
9301;ledňák;8;8,609;2,821;-0,687;;
9302;pubertálně;8;8,555;2,821;-0,687;;
9303;poraženecky;8;8,461;2,82;-0,687;D;
9304;zrůdně;8;8,347;2,82;-0,687;;
9305;mandril;8;8,238;2,819;-0,687;;
9306;1976;9;1,241;1,731;-0,687;C;
9307;nekale;8;8,122;2,818;-0,687;D;
9308;perverzně;8;8,093;2,818;-0,687;;
9309;povzneseně;8;8,069;2,818;-0,687;;
9310;přepjatě;8;8,062;2,818;-0,687;;
9311;kněmu;8;8,055;2,818;-0,687;X;
9312;oryx;8;8,045;2,818;-0,687;;
9313;Langer;9;1,238;1,728;-0,688;N;
9314;chladnokrevník;8;7,832;2,816;-0,688;;
9315;namistrovaný;8;7,792;2,816;-0,688;;
9316;simentál;8;7,63;2,814;-0,688;;
9317;morčátko;8;7,594;2,814;-0,688;;
9318;těžit;10;0,395;0,757;-0,688;V;
9319;protichůdně;8;7,538;2,813;-0,688;;
9320;závěs;9;1,233;1,723;-0,688;;
9321;invertující;8;7,303;2,811;-0,688;;
9322;búrský;8;7,236;2,81;-0,688;;
9323;domestikovat;8;7,123;2,808;-0,689;;
9324;proevropsky;8;7,095;2,808;-0,689;;
9325;nebezpečně;8;7,019;2,807;-0,689;;
9326;spáchat;10;0,389;0,747;-0,689;V;
9327;intimní;9;1,223;1,715;-0,689;A;
9328;mývalovitý;8;6,741;2,802;-0,69;;
9329;krysařík;8;6,636;2,8;-0,69;;
9330;šovinista;8;6,604;2,799;-0,69;;
9331;loskuták;8;6,579;2,799;-0,69;;
9332;diblík;8;6,522;2,798;-0,69;;
9333;guvernér;9;1,214;1,707;-0,69;N;
9334;lordstvo;8;6,439;2,796;-0,69;N;
9335;galantnost;8;6,433;2,796;-0,69;N;
9336;Hájek;10;0,383;0,737;-0,69;N;
9337;hřích;9;1,212;1,705;-0,691;N;
9338;létavý;8;6,35;2,794;-0,691;;
9339;aha;9;1,211;1,704;-0,691;I;
9340;madagaskarský;8;6,316;2,793;-0,691;;
9341;vycházející;9;1,209;1,702;-0,691;A;
9342;kamčatský;8;6,257;2,791;-0,691;;
9343;drůbežář;8;6,228;2,791;-0,691;;
9344;tasmánský;8;6,169;2,789;-0,691;;
9345;obcházet;9;1,206;1,699;-0,691;V;
9346;kopírovat;9;1,203;1,697;-0,692;V;
9347;příslušně;8;6,084;2,787;-0,692;;
9348;mazel;8;6,076;2,786;-0,692;;
9349;nahrávka;11;-0,063;-0,148;-0,692;N;
9350;absolutistický;8;5,991;2,784;-0,692;A;
9351;zatvrzele;8;5,971;2,783;-0,692;;
9352;býložravý;8;5,958;2,783;-0,692;;
9353;jelínek;8;5,943;2,782;-0,692;;
9354;vzdělávací;11;-0,066;-0,155;-0,692;A;
9355;fantazie;10;0,371;0,718;-0,693;N;
9356;zlomyslně;8;5,754;2,776;-0,693;D;
9357;floutek;8;5,747;2,776;-0,693;N;
9358;kakadu;8;5,745;2,776;-0,693;;
9359;nacionálně;8;5,74;2,775;-0,693;;
9360;množírna;8;5,735;2,775;-0,693;N;
9361;Vašek;9;1,187;1,682;-0,693;N;
9362;kašpar;8;5,601;2,77;-0,694;;
9363;pololetí;10;0,365;0,707;-0,694;N;
9364;selektivně;8;5,534;2,767;-0,694;;
9365;střelka;8;5,532;2,767;-0,694;;
9366;figurka;9;1,18;1,676;-0,694;N;
9367;ohrazený;8;5,5;2,766;-0,694;;
9368;bernský;8;5,488;2,765;-0,694;;
9369;zeleně;8;5,475;2,765;-0,695;;
9370;nakládání;9;1,177;1,673;-0,695;N;
9371;sok;9;1,177;1,673;-0,695;N;
9372;šlechtěný;8;5,456;2,764;-0,695;;
9373;ovčácký;8;5,42;2,762;-0,695;;
9374;nízko;10;0,36;0,699;-0,695;D;
9375;nepřítomně;8;5,379;2,76;-0,695;;
9376;Angus;8;5,359;2,759;-0,695;;
9377;rozmařilý;8;5,345;2,759;-0,695;;
9378;diletant;8;5,337;2,758;-0,695;N;
9379;extrovert;8;5,303;2,757;-0,696;;
9380;sametově;8;5,297;2,757;-0,696;;
9381;ovčín;8;5,275;2,755;-0,696;;
9382;flashdisk;8;5,265;2,755;-0,696;;
9383;sadista;8;5,239;2,754;-0,696;N;
9384;bezvýhradný;8;5,238;2,753;-0,696;A;
9385;antisemita;8;5,234;2,753;-0,696;N;
9386;čeledín;8;5,232;2,753;-0,696;N;
9387;křehce;8;5,219;2,752;-0,696;;
9388;potížista;8;5,169;2,75;-0,697;N;
9389;starosvětský;8;5,154;2,749;-0,697;;
9390;dokola;9;1,159;1,657;-0,697;D;
9391;Jihlavsko;9;1,158;1,656;-0,697;;
9392;opravdově;8;5,108;2,746;-0,697;;
9393;analogicky;8;5,079;2,745;-0,697;;
9394;despotický;8;5,069;2,744;-0,697;A;
9395;žirafí;8;5,059;2,744;-0,697;;
9396;šotolina;8;5,059;2,744;-0,697;;
9397;ara;8;5,041;2,743;-0,698;;
9398;milost;9;1,151;1,649;-0,698;N;
9399;podnájemník;8;5,015;2,741;-0,698;;
9400;Hyundai;9;1,15;1,648;-0,698;N;
9401;Aberdeen;8;5;2,74;-0,698;N;
9402;regulérně;8;4,981;2,739;-0,698;D;
9403;tulit;8;4,973;2,738;-0,698;V;
9404;vzdát;13;-0,57;-1,747;-0,698;V;
9405;poskok;8;4,954;2,737;-0,698;;
9406;chlebodárce;8;4,942;2,736;-0,698;N;
9407;spatření;8;4,942;2,736;-0,698;;
9408;potoční;8;4,893;2,733;-0,699;;
9409;1987;9;1,141;1,64;-0,699;C;
9410;bezmyšlenkovitě;8;4,867;2,732;-0,699;D;
9411;aktivum;9;1,139;1,638;-0,699;;
9412;šestý;16;-0,943;-3,691;-0,699;C;
9413;praštěný;8;4,818;2,728;-0,699;;
9414;primární;9;1,135;1,634;-0,7;A;
9415;postih;9;1,132;1,632;-0,7;N;
9416;ohrádka;8;4,745;2,723;-0,7;;
9417;mexický;9;1,129;1,629;-0,7;A;
9418;inkvizice;8;4,724;2,721;-0,7;;
9419;vrcholně;8;4,704;2,72;-0,701;;
9420;vyrušovat;8;4,7;2,72;-0,701;;
9421;souvrství;8;4,69;2,719;-0,701;;
9422;huňatý;8;4,682;2,718;-0,701;;
9423;ješitný;8;4,673;2,718;-0,701;A;
9424;selátko;8;4,672;2,718;-0,701;N;
9425;omámený;8;4,649;2,716;-0,701;;
9426;celoživotně;8;4,647;2,716;-0,701;D;
9427;kočičky;8;4,642;2,715;-0,701;;
9428;neskonale;8;4,606;2,712;-0,702;D;
9429;maximalizovat;8;4,568;2,709;-0,702;V;
9430;příbramský;10;0,327;0,641;-0,702;A;
9431;nácek;8;4,519;2,705;-0,703;N;
9432;Street;9;1,11;1,61;-0,703;N;
9433;naplnit;12;-0,381;-1,048;-0,703;V;
9434;uvážlivý;8;4,475;2,701;-0,703;A;
9435;kulečníkový;8;4,434;2,698;-0,704;;
9436;houbaření;8;4,362;2,691;-0,704;N;
9437;Skalice;9;1,095;1,595;-0,704;N;
9438;Vašík;8;4,356;2,69;-0,704;;
9439;mstitel;8;4,337;2,689;-0,705;N;
9440;přestěhovat;11;-0,11;-0,263;-0,705;V;
9441;ostýchat;8;4,336;2,688;-0,705;V;
9442;suchar;8;4,336;2,688;-0,705;N;
9443;pozn;11;-0,11;-0,263;-0,705;B;
9444;adept;9;1,087;1,588;-0,705;N;
9445;Toyota;9;1,086;1,587;-0,705;N;
9446;Rambo;8;4,273;2,682;-0,706;N;
9447;posuzovat;10;0,309;0,61;-0,706;V;
9448;běžecký;10;0,309;0,609;-0,706;A;
9449;Vaněk;9;1,082;1,583;-0,706;N;
9450;slepě;8;4,24;2,679;-0,706;D;
9451;stejnosměrný;8;4,237;2,678;-0,706;A;
9452;zhoršovat;9;1,08;1,581;-0,706;V;
9453;teplomilný;8;4,212;2,676;-0,706;;
9454;sundat;9;1,077;1,578;-0,707;V;
9455;učebnicový;8;4,192;2,674;-0,707;;
9456;srdnatě;8;4,181;2,672;-0,707;;
9457;činně;8;4,153;2,669;-0,707;D;
9458;tvrdošíjně;8;4,145;2,669;-0,707;;
9459;padnoucí;8;4,144;2,668;-0,707;A;
9460;vzbuzovat;9;1,069;1,57;-0,708;V;
9461;přilnavost;8;4,119;2,666;-0,708;;
9462;kardiak;8;4,114;2,665;-0,708;;
9463;vizitka;9;1,067;1,568;-0,708;N;
9464;náklon;8;4,098;2,663;-0,708;;
9465;Mongol;8;4,094;2,663;-0,708;N;
9466;překvapený;9;1,063;1,564;-0,708;A;
9467;puštěný;8;4,076;2,661;-0,708;;
9468;bláhový;8;4,074;2,66;-0,708;A;
9469;harcovník;8;4,072;2,66;-0,708;N;
9470;pícnina;8;4,05;2,658;-0,709;;
9471;dezorientovaný;8;4,049;2,658;-0,709;;
9472;modul;9;1,059;1,56;-0,709;N;
9473;horda;8;4,035;2,656;-0,709;;
9474;Bítov;8;4,028;2,655;-0,709;;
9475;bytostný;8;4,027;2,655;-0,709;A;
9476;právoplatný;8;4,009;2,653;-0,709;A;
9477;neotřesitelný;8;4,007;2,653;-0,71;A;
9478;hřešit;8;4,003;2,652;-0,71;V;
9479;vystresovaný;8;4,003;2,652;-0,71;;
9480;shovívavost;8;3,993;2,651;-0,71;N;
9481;výr;8;3,989;2,65;-0,71;;
9482;pokazit;9;1,051;1,552;-0,71;V;
9483;Lubomír;11;-0,128;-0,309;-0,71;N;
9484;přijatý;9;1,047;1,548;-0,71;A;
9485;zbavení;8;3,954;2,646;-0,71;;
9486;marně;11;-0,13;-0,313;-0,71;D;
9487;rodit;10;0,286;0,569;-0,71;V;
9488;vrstevnice;8;3,946;2,645;-0,711;N;
9489;mesiáš;8;3,943;2,645;-0,711;;
9490;naneštěstí;8;3,942;2,644;-0,711;D;
9491;spoléhat;11;-0,131;-0,315;-0,711;V;
9492;bahno;9;1,045;1,546;-0,711;N;
9493;krab;8;3,928;2,643;-0,711;;
9494;Chovanec;9;1,043;1,544;-0,711;N;
9495;sehnat;13;-0,603;-1,87;-0,711;V;
9496;kašna;9;1,04;1,541;-0,711;N;
9497;liščí;8;3,903;2,639;-0,711;A;
9498;vzrušeně;8;3,903;2,639;-0,711;D;
9499;afekt;8;3,889;2,638;-0,712;N;
9500;odmítnutý;8;3,878;2,636;-0,712;A;
9501;přezdívka;9;1,035;1,536;-0,712;N;
9502;časovaný;8;3,857;2,633;-0,712;;
9503;úsloví;8;3,856;2,633;-0,712;N;
9504;plačící;8;3,851;2,632;-0,712;A;
9505;lůno;8;3,847;2,632;-0,712;N;
9506;údržba;13;-0,606;-1,883;-0,712;;
9507;zapnutí;8;3,837;2,63;-0,712;;
9508;zanedlouho;9;1,029;1,53;-0,713;D;
9509;Camilla;8;3,81;2,627;-0,713;N;
9510;Pelhřimov;11;-0,139;-0,335;-0,713;N;
9511;rozvážný;8;3,798;2,625;-0,713;;
9512;chorý;8;3,797;2,625;-0,713;A;
9513;jiskřička;8;3,786;2,623;-0,713;;
9514;kladenský;11;-0,142;-0,342;-0,714;A;
9515;kamna;9;1,021;1,521;-0,714;N;
9516;Brežněv;8;3,765;2,62;-0,714;N;
9517;odiv;8;3,762;2,62;-0,714;N;
9518;homogenní;8;3,76;2,62;-0,714;;
9519;půvabný;9;1,019;1,52;-0,714;A;
9520;učedník;8;3,732;2,616;-0,714;N;
9521;učiněný;8;3,726;2,615;-0,715;A;
9522;Sydney;9;1,014;1,514;-0,715;;
9523;displej;10;0,267;0,534;-0,715;N;
9524;zrekonstruovaný;9;1,009;1,509;-0,715;;
9525;šejk;8;3,681;2,608;-0,715;N;
9526;příbuzná;8;3,681;2,608;-0,715;N;
9527;moderátorka;9;1,003;1,503;-0,716;N;
9528;pohoršení;8;3,65;2,603;-0,716;N;
9529;7500;8;3,65;2,603;-0,716;;
9530;vynucovat;8;3,647;2,603;-0,716;V;
9531;nynějšek;8;3,642;2,602;-0,716;;
9532;stáhnout;12;-0,421;-1,174;-0,716;V;
9533;vítězství;31;-1,527;-10,479;-0,716;N;
9534;parkurový;8;3,634;2,601;-0,716;;
9535;ilegálně;8;3,633;2,6;-0,716;;
9536;rozhledna;10;0,258;0,519;-0,716;N;
9537;skokan;9;0,998;1,497;-0,717;N;
9538;bouřlivák;8;3,587;2,593;-0,717;;
9539;organizovat;11;-0,156;-0,379;-0,718;V;
9540;temelínský;8;3,547;2,586;-0,718;;
9541;rozhádaný;8;3,543;2,586;-0,718;A;
9542;nestranný;8;3,532;2,584;-0,719;A;
9543;86;9;0,982;1,481;-0,719;;
9544;živoucí;8;3,524;2,582;-0,719;A;
9545;Neratovice;9;0,981;1,48;-0,719;;
9546;režisérka;9;0,978;1,477;-0,719;N;
9547;kost;11;-0,161;-0,392;-0,719;N;
9548;sezonní;9;0,975;1,474;-0,72;;
9549;jmenovec;8;3,486;2,576;-0,72;N;
9550;posmívat;8;3,483;2,575;-0,72;V;
9551;trestuhodně;8;3,48;2,575;-0,72;D;
9552;rozpustný;8;3,448;2,569;-0,721;;
9553;fanatický;8;3,429;2,566;-0,721;A;
9554;Říha;9;0,964;1,462;-0,721;N;
9555;radno;8;3,426;2,565;-0,721;;
9556;králičí;8;3,424;2,565;-0,721;A;
9557;mm;12;-0,435;-1,221;-0,721;B;
9558;feministka;8;3,408;2,562;-0,721;N;
9559;čelit;12;-0,436;-1,223;-0,722;V;
9560;holý;9;0,957;1,455;-0,722;A;
9561;zaplaťpánbůh;8;3,36;2,553;-0,723;T;
9562;Žaneta;8;3,357;2,552;-0,723;;
9563;kondor;8;3,35;2,551;-0,723;;
9564;5500;8;3,342;2,55;-0,723;;
9565;blbnout;8;3,34;2,549;-0,723;;
9566;protektor;8;3,339;2,549;-0,723;N;
9567;Falbr;8;3,336;2,548;-0,723;N;
9568;misionář;8;3,335;2,548;-0,723;N;
9569;Jackie;8;3,33;2,547;-0,723;N;
9570;upravovat;10;0,226;0,458;-0,724;V;
9571;košík;9;0,942;1,438;-0,724;N;
9572;expedice;9;0,941;1,438;-0,724;;
9573;figurant;8;3,303;2,542;-0,724;;
9574;shovívavý;8;3,303;2,542;-0,724;A;
9575;únava;10;0,223;0,453;-0,724;N;
9576;učenec;8;3,29;2,539;-0,725;N;
9577;originálně;8;3,289;2,539;-0,725;D;
9578;císařovna;8;3,271;2,535;-0,725;N;
9579;korán;8;3,267;2,535;-0,725;N;
9580;otrlý;8;3,266;2,534;-0,725;A;
9581;rozčílený;8;3,266;2,534;-0,725;A;
9582;namrzlý;8;3,257;2,533;-0,725;A;
9583;pátek;30;-1,523;-10,263;-0,725;N;
9584;poryv;8;3,251;2,531;-0,726;N;
9585;vojevůdce;8;3,245;2,53;-0,726;N;
9586;vegetarián;8;3,236;2,528;-0,726;N;
9587;[;9;0,925;1,42;-0,726;Z;
9588;častokrát;8;3,197;2,52;-0,727;;
9589;ostražitý;8;3,196;2,52;-0,727;A;
9590;poměr;13;-0,643;-2,025;-0,727;N;
9591;posilnit;8;3,192;2,519;-0,727;;
9592;exponát;10;0,209;0,426;-0,727;N;
9593;televizor;9;0,917;1,411;-0,727;N;
9594;pošťák;8;3,18;2,516;-0,728;;
9595;játra;9;0,916;1,41;-0,728;N;
9596;skinhead;8;3,178;2,516;-0,728;;
9597;oligarcha;8;3,176;2,516;-0,728;N;
9598;nájemný;8;3,169;2,514;-0,728;;
9599;stěžovatel;8;3,169;2,514;-0,728;N;
9600;nízkonákladový;8;3,165;2,513;-0,728;A;
9601;karoserie;9;0,913;1,407;-0,728;;
9602;Biden;8;3,164;2,513;-0,728;;
9603;zatracený;8;3,161;2,512;-0,728;;
9604;verš;9;0,909;1,402;-0,729;N;
9605;odložit;12;-0,456;-1,288;-0,729;V;
9606;Brabec;9;0,906;1,399;-0,729;N;
9607;Milada;9;0,905;1,398;-0,729;N;
9608;zpěv;11;-0,194;-0,478;-0,729;N;
9609;charitní;8;3,126;2,504;-0,729;A;
9610;monopost;8;3,126;2,504;-0,729;N;
9611;Grossův;8;3,125;2,504;-0,729;;
9612;konzum;8;3,12;2,503;-0,729;N;
9613;zámožný;8;3,119;2,503;-0,729;A;
9614;přístupný;12;-0,458;-1,296;-0,729;A;
9615;odloučení;8;3,116;2,502;-0,729;N;
9616;topmodelka;8;3,115;2,502;-0,729;;
9617;2400;8;3,094;2,497;-0,73;;
9618;mlynář;8;3,092;2,497;-0,73;;
9619;podraz;8;3,075;2,493;-0,731;N;
9620;Roden;8;3,069;2,491;-0,731;N;
9621;slavík;9;0,89;1,381;-0,731;N;
9622;brouček;8;3,054;2,488;-0,731;N;
9623;přidat;24;-1,399;-8,024;-0,731;V;
9624;přežití;9;0,889;1,38;-0,731;N;
9625;euforie;9;0,889;1,38;-0,731;N;
9626;kynologický;8;3,047;2,486;-0,731;;
9627;schizofrenie;8;3,036;2,483;-0,732;N;
9628;vesnička;9;0,884;1,375;-0,732;N;
9629;jednostranně;8;3,028;2,482;-0,732;D;
9630;obrazně;8;3,027;2,481;-0,732;D;
9631;sa;8;3,026;2,481;-0,732;X;
9632;odběr;10;0,187;0,384;-0,732;N;
9633;Karolína;10;0,186;0,382;-0,733;N;
9634;zledovatělý;8;3,009;2,477;-0,733;;
9635;dorůstat;8;3,008;2,477;-0,733;V;
9636;omezeně;8;3;2,475;-0,733;D;
9637;důraz;11;-0,208;-0,514;-0,733;N;
9638;nelítostný;8;2,998;2,474;-0,733;A;
9639;zastavovat;9;0,874;1,363;-0,733;V;
9640;ABS;8;2,98;2,47;-0,734;;
9641;terasa;10;0,181;0,373;-0,734;N;
9642;dělit;11;-0,212;-0,526;-0,734;V;
9643;husita;8;2,948;2,462;-0,735;N;
9644;potácet;8;2,948;2,462;-0,735;V;
9645;skutek;9;0,862;1,349;-0,735;N;
9646;ponaučení;8;2,923;2,455;-0,735;N;
9647;evangelium;8;2,914;2,453;-0,736;N;
9648;doprovázet;11;-0,218;-0,54;-0,736;V;
9649;babiččin;8;2,906;2,451;-0,736;;
9650;anonymně;8;2,905;2,451;-0,736;D;
9651;padesátník;8;2,889;2,447;-0,737;N;
9652;Poděbrady;10;0,167;0,346;-0,737;N;
9653;data;11;-0,222;-0,552;-0,737;N;
9654;bezradný;8;2,863;2,44;-0,738;A;
9655;vyhrát;43;-1,683;-14,499;-0,738;V;
9656;záviset;10;0,164;0,339;-0,738;V;
9657;zdrženlivý;8;2,859;2,439;-0,738;A;
9658;prsten;9;0,843;1,328;-0,738;N;
9659;Phil;8;2,853;2,437;-0,738;N;
9660;Spolana;8;2,845;2,435;-0,738;N;
9661;prominentní;8;2,84;2,433;-0,738;A;
9662;kondice;10;0,159;0,33;-0,739;N;
9663;Slovinsko;9;0,836;1,319;-0,739;N;
9664;telefonování;8;2,827;2,43;-0,739;;
9665;1988;9;0,831;1,314;-0,739;C;
9666;očitý;8;2,807;2,424;-0,74;;
9667;jatky;8;2,806;2,424;-0,74;N;
9668;louže;8;2,805;2,424;-0,74;;
9669;infikovaný;8;2,798;2,422;-0,74;;
9670;520;8;2,797;2,421;-0,74;;
9671;zasloužilý;8;2,793;2,42;-0,74;;
9672;předbíhat;8;2,791;2,42;-0,74;;
9673;Patricie;8;2,783;2,417;-0,74;N;
9674;chybně;8;2,78;2,417;-0,741;D;
9675;zadruhé;8;2,777;2,416;-0,741;C;
9676;kožich;8;2,772;2,414;-0,741;;
9677;235;8;2,758;2,41;-0,741;C;
9678;domnělý;8;2,748;2,407;-0,742;A;
9679;vnímavý;8;2,739;2,405;-0,742;A;
9680;Kryštof;9;0,812;1,292;-0,742;N;
9681;eko;8;2,732;2,403;-0,742;;
9682;sedmdesátiletý;8;2,72;2,399;-0,743;A;
9683;Ústečan;8;2,72;2,399;-0,743;N;
9684;215;8;2,699;2,393;-0,744;C;
9685;foťák;8;2,693;2,391;-0,744;;
9686;profesionalita;8;2,686;2,389;-0,744;N;
9687;ubytovaný;8;2,682;2,388;-0,744;;
9688;velkoklub;8;2,68;2,387;-0,744;;
9689;severoamerický;8;2,678;2,386;-0,744;A;
9690;očko;8;2,675;2,386;-0,745;N;
9691;exces;8;2,671;2,384;-0,745;N;
9692;Müller;9;0,794;1,27;-0,745;N;
9693;vtipně;8;2,67;2,384;-0,745;;
9694;směrnice;9;0,793;1,269;-0,745;N;
9695;přízvuk;8;2,662;2,382;-0,745;N;
9696;sexualita;8;2,658;2,38;-0,745;N;
9697;čelný;8;2,656;2,38;-0,745;A;
9698;prkno;9;0,789;1,264;-0,746;N;
9699;kousnout;8;2,65;2,378;-0,746;V;
9700;hazardní;8;2,649;2,377;-0,746;A;
9701;selhávat;8;2,646;2,376;-0,746;;
9702;obilnina;8;2,644;2,376;-0,746;N;
9703;řadit;10;0,128;0,268;-0,746;V;
9704;buďto;8;2,64;2,375;-0,746;J;
9705;teoretický;9;0,784;1,257;-0,746;A;
9706;Pavlov;8;2,628;2,371;-0,746;N;
9707;výklad;10;0,124;0,261;-0,747;N;
9708;Sean;8;2,623;2,369;-0,747;N;
9709;žvýkačka;8;2,623;2,369;-0,747;;
9710;extremistický;8;2,62;2,368;-0,747;A;
